Province,Year,Zone,Candidate,Number,Party,Score
ชลบุรี,2554,3,นายประเสริฐ  ศิวทัศน์,1,เพื่อไทย,10546
ชลบุรี,2554,3,นางกมลวรรณ  ทรงกลด,2,ชาติพัฒนาเพื่อแผ่นดิน,172
ชลบุรี,2554,3,นายรณเทพ  อนุวัฒน์,6,พลังชล,44602
ชลบุรี,2554,3,นายประมวล  เอมเปีย,10,ประชาธิปัตย์,38685
ชลบุรี,2554,3,นายคณิศร  กิตติกรปรีดา,12,รักษ์สันติ,128
ชลบุรี,2554,3,นางสาวอรกัญญา  กมลวรภัทร์,15,ไทยเป็นไท,182
ชลบุรี,2554,3,นายภักดี  อินทร์อุดม,21,ชาติไทยพัฒนา,350
ชลบุรี,2554,3,นายเฉลิมเกียรติ  ศรีชื่น,36,พลังคนกีฬา,36
ชลบุรี,2554,4,นายจิรวุฒิ  สิงห์โตทอง,1,เพื่อไทย,30390
ชลบุรี,2554,4,นางณัฐดาพรรณ  นันทตันติพัฒน์,2,ชาติพัฒนาเพื่อแผ่นดิน,236
ชลบุรี,2554,4,นายสัมฤทธิ์  พงษ์วิรัตน์,6,พลังชล,4362
ชลบุรี,2554,4,นายสรวุฒิ  เนื่องจำนงค์,10,ประชาธิปัตย์,50068
ชลบุรี,2554,4,นายสมชาย  สกลดิลก,12,รักษ์สันติ,252
ชลบุรี,2554,4,นายอรรถเวทย์  ชยางศุ,21,ชาติไทยพัฒนา,87
ชลบุรี,2554,4,นางอนัญพร  พ่วงพลี,36,พลังคนกีฬา,33
ชลบุรี,2554,5,นายชัยศิริมงคล  พิริยะภาพสกุล,1,เพื่อไทย,18000
ชลบุรี,2554,5,นายณัชพล  แก่นนาคำ,2,ชาติพัฒนาเพื่อแผ่นดิน,381
ชลบุรี,2554,5,นายพันธุ์ศักดิ์  เกตุวัตถา,6,พลังชล,36550
ชลบุรี,2554,5,นายฐนโรจน์  โรจนกุลเสฏฐ์,10,ประชาธิปัตย์,25198
ชลบุรี,2554,5,นายสุศิษฎ์  เปรมแหวว,12,รักษ์สันติ,834
ชลบุรี,2554,5,นายพงศ์กิตศ  สำเร็จกิจสกุล,15,ไทยเป็นไท,22
ชลบุรี,2554,5,นายมั่นเศรษฐ์  ไตรชลาสินธุ์,21,ชาติไทยพัฒนา,250
ชลบุรี,2554,5,นายอภิชาติ  ประพันธ์,26,มาตุภูมิ,30
ชลบุรี,2554,5,นายภาสกร  ธีระวัฒน์เดชา,36,พลังคนกีฬา,24
ชลบุรี,2554,6,นางสาวนิชนันท์  วังคะฮาตธัญญกิจ,1,เพื่อไทย,22526
ชลบุรี,2554,6,นายประสงค์  ติยะปัญจนิตย์,2,ชาติพัฒนาเพื่อแผ่นดิน,196
ชลบุรี,2554,6,นางสุกุมล  คุณปลื้ม,6,พลังชล,36463
ชลบุรี,2554,6,นายจักกฤช  ไกรมาตย์,10,ประชาธิปัตย์,16523
ชลบุรี,2554,6,นายประจักษ์  เปรมแหวว,12,รักษ์สันติ,490
ชลบุรี,2554,6,นางณัฐนันท์  รัตนพิไชย,21,ชาติไทยพัฒนา,286
ชลบุรี,2554,6,นางณัฐวัณณ์  เหลี่ยมเพชร,36,พลังคนกีฬา,30
ชลบุรี,2554,7,นายอดิศร  ผลลูกอินทร์,1,เพื่อไทย,22622
ชลบุรี,2554,7,นายสุไอนี  เพียรดี,2,ชาติพัฒนาเพื่อแผ่นดิน,514
ชลบุรี,2554,7,นายปรเมศวร์  งามพิเชษฐ์,6,พลังชล,28402
ชลบุรี,2554,7,นางพจนารถ  แก้วผลึก,10,ประชาธิปัตย์,15839
ชลบุรี,2554,7,นายกันต์พจน์  ราษฎร์เจริญดี,12,รักษ์สันติ,240
ชลบุรี,2554,7,นายทองสุข  ทองนาค,21,ชาติไทยพัฒนา,296
ชลบุรี,2554,7,นายนิมิต  ไมตรีวงศ์,26,มาตุภูมิ,60
ชลบุรี,2554,8,พลเรือเอกสุรพล  จันทน์แดง,1,เพื่อไทย,25340
ชลบุรี,2554,8,นายธนทร  บูรณศิลปิน,2,ชาติพัฒนาเพื่อแผ่นดิน,697
ชลบุรี,2554,8,นาวาเอกวิโรจน์  วังแก้วหิรัญ,6,พลังชล,21256
ชลบุรี,2554,8,นายไมตรี  สอยเหลือง,10,ประชาธิปัตย์,15480
ชลบุรี,2554,8,พลเรือตรีหญิงดารา  บุรสิกพงศ์ ร.น.,12,รักษ์สันติ,1763
ชลบุรี,2554,8,นาวาโทสุทัศน์  วงศ์ปรีดี,21,ชาติไทยพัฒนา,848
ชลบุรี,2554,8,นางสาวเสาวลักษณ์  สุริยาทิพย์,26,มาตุภูมิ,77
ชลบุรี,2554,8,นายศิริวัฒน์  เจริญวิทย์,36,พลังคนกีฬา,53
ชัยนาท,2554,1,จ่าสิบเอกอนันต์  สุขสันต์,1,เพื่อไทย,30463
ชัยนาท,2554,1,นางปิยนุช  ปาปี,2,ชาติพัฒนาเพื่อแผ่นดิน,301
ชัยนาท,2554,1,นายสนั่น  ทองปาน,10,ประชาธิปัตย์,17177
ชัยนาท,2554,1,นางพรทิวา  นาคาศัย,16,ภูมิใจไทย,38924
ชัยนาท,2554,1,พันจ่าอากาศเอกเด็ดดวงดอกรัก  คุ้มชนะ,21,ชาติไทยพัฒนา,1391
ชัยนาท,2554,1,นายวรรณกร  มั่นอ่วม,22,เสรีนิยม,100
ชัยนาท,2554,2,นายชัยวัฒน์  ทรัพย์รวงทอง,1,เพื่อไทย,31671
ชัยนาท,2554,2,นายสมศักดิ์  คุ่มคุ้ม,2,ชาติพัฒนาเพื่อแผ่นดิน,397
ชัยนาท,2554,2,นายสนธยา  ภูษิต,10,ประชาธิปัตย์,6912
ชัยนาท,2554,2,นางนันทนา  สงฆ์ประชา,16,ภูมิใจไทย,53900
ชัยนาท,2554,2,นางสาวขวัญใจ  อยู่สุข,36,พลังคนกีฬา,187
ชัยภูมิ,2554,1,นายประสิทธิ์  ชัยวิรัตนะ,1,เพื่อไทย,36819
ชัยภูมิ,2554,1,นายสากล  มาชัยภูมิ,10,ประชาธิปัตย์,3591
ชัยภูมิ,2554,1,นายโอชิษฐ์  เกียรติก้องชูชัย,16,ภูมิใจไทย,39944
ชัยภูมิ,2554,1,นางจันทร์ฟอง  ดิเรกศรี,18,เพื่อฟ้าดิน,103
ชัยภูมิ,2554,1,นายจวง  สิมมาวงษ์,22,เสรีนิยม,188
ชัยภูมิ,2554,1,นายกฤตลักษณ์  ศรีรักษ์,34,ความหวังใหม่,56
ชัยภูมิ,2554,2,นายมานะ  โลหะวณิชย์,1,เพื่อไทย,61861
ชัยภูมิ,2554,2,นายสมชาย  จริยานันทกุล,2,ชาติพัฒนาเพื่อแผ่นดิน,11667
ชัยภูมิ,2554,2,นางศรีประภา  ปัญญาหรรษาวงศ์,10,ประชาธิปัตย์,3209
