Province,Year,Zone,Candidate,Number,Party,Score
กรุงเทพมหานคร,2554,33,นางสาวลมระริน  นาคเครือ,18,เพื่อฟ้าดิน,40
กรุงเทพมหานคร,2554,33,นายสุรพล  หุนสวัสดิ์,21,ชาติไทยพัฒนา,150
กรุงเทพมหานคร,2554,33,นายก่อเกียรติ  ขันทอง,33,ประชาสันติ,69
กระบี่,2554,1,นายชัยณรงค์  ช่างเรือ,1,เพื่อไทย,16420
กระบี่,2554,1,นายสาคร  เกี่ยวข้อง,10,ประชาธิปัตย์,58895
กระบี่,2554,1,นายชูวงศ์  มณีกุล,12,รักษ์สันติ,752
กระบี่,2554,1,นายสุคนธ์  ขาวขำ,19,เครือข่ายชาวนาแห่งประเทศไทย,185
กระบี่,2554,2,นายอมต  ภูมิภมร,1,เพื่อไทย,8332
กระบี่,2554,2,นายสุชีน  เอ่งฉ้วน,10,ประชาธิปัตย์,48968
กระบี่,2554,2,นางสาววิภาวรรณ  ทองเมือง,12,รักษ์สันติ,1122
กระบี่,2554,2,นายภูเบศ  สุวรรณเนาว์,16,ภูมิใจไทย,2185
กระบี่,2554,2,นายโกมล  อุดมรัตน์,19,เครือข่ายชาวนาแห่งประเทศไทย,125
กระบี่,2554,2,นายอธิคม  ดำดี,26,มาตุภูมิ,8765
กระบี่,2554,3,นายทศภณ  หนักแน่น,1,เพื่อไทย,12554
กระบี่,2554,3,นายไพบูลย์  ทองทิพย์,2,ชาติพัฒนาเพื่อแผ่นดิน,248
กระบี่,2554,3,นายพิเชษฐ  พันธุ์วิชาติกุล,10,ประชาธิปัตย์,40705
กระบี่,2554,3,นายเสรี  จันแดง,12,รักษ์สันติ,626
กระบี่,2554,3,นายชำนาญ  มากผล,16,ภูมิใจไทย,7498
กระบี่,2554,3,นายอภินันท์  เป๋าเงิน,19,เครือข่ายชาวนาแห่งประเทศไทย,352
กาญจนบุรี,2554,1,พลเอกสมชาย  วิษณุวงศ์,1,เพื่อไทย,33501
กาญจนบุรี,2554,1,นางสาววรสุดา  สุขารมณ์,2,ชาติพัฒนาเพื่อแผ่นดิน,6111
กาญจนบุรี,2554,1,นายธนะสิทธิ์  อภิโชติเฉลิมรัฐ,9,พลังมวลชน,315
กาญจนบุรี,2554,1,นายอัฎฐพล  โพธิพิพิธ,10,ประชาธิปัตย์,33332
กาญจนบุรี,2554,1,นายตรีณพงศ์  ภูกิจบุญสวัสดิ์,15,ไทยเป็นไท,136
กาญจนบุรี,2554,1,นางสาวกาญจนาพร  ถาวรประดิษฐ์,16,ภูมิใจไทย,3124
กาญจนบุรี,2554,1,พันเอกสอิ้ง  ชนะนา,34,ความหวังใหม่,110
กาญจนบุรี,2554,1,ว่าที่ พันตรีธำรง  เกียรติกังวาฬไกล,39,เพื่อนเกษตรไทย,228
กาญจนบุรี,2554,2,พลตรีศรชัย  มนตริวัต,1,เพื่อไทย,28346
กาญจนบุรี,2554,2,นายณัฐคมน์  บุญชู,2,ชาติพัฒนาเพื่อแผ่นดิน,377
กาญจนบุรี,2554,2,นายฉัตรพันธ์  เดชกิจสุนทร,10,ประชาธิปัตย์,44540
กาญจนบุรี,2554,2,นายอนุศิษฏ์  ศรีอริยะสกุล,15,ไทยเป็นไท,173
กาญจนบุรี,2554,2,นายสันทัด  จีนาภักดิ์,16,ภูมิใจไทย,12692
กาญจนบุรี,2554,2,นายธนัชพร  สุขจิต,19,เครือข่ายชาวนาแห่งประเทศไทย,431
กาญจนบุรี,2554,2,นางสาวญาดา  จันทร์เจริญ,36,พลังคนกีฬา,53
กาญจนบุรี,2554,3,นายสุรพงษ์  ปิยะโชติ,1,เพื่อไทย,43546
กาญจนบุรี,2554,3,พันตำรวจเอกไพฑูรย์  สายทอง,2,ชาติพัฒนาเพื่อแผ่นดิน,993
กาญจนบุรี,2554,3,นายบุญมา  ทองเพ็ชร,9,พลังมวลชน,129
กาญจนบุรี,2554,3,นายปารเมศ  โพธารากุล,10,ประชาธิปัตย์,39447
กาญจนบุรี,2554,3,นายธนินท์รัฐ  ธนทรสุทธิโรจน์,15,ไทยเป็นไท,119
กาญจนบุรี,2554,3,นายสาทิตย์  จีนาภักดิ์,16,ภูมิใจไทย,7674
กาญจนบุรี,2554,4,นายไพบูลย์  พิมพ์พิสิฐถาวร,1,เพื่อไทย,39413
กาญจนบุรี,2554,4,นายประศาสน์  ภูษณะพงษ์,2,ชาติพัฒนาเพื่อแผ่นดิน,264
กาญจนบุรี,2554,4,นายประชา  โพธิพิพิธ,10,ประชาธิปัตย์,41446
กาญจนบุรี,2554,4,นายประยงค์  ปั้นแหน่งเพ็ชร,19,เครือข่ายชาวนาแห่งประเทศไทย,1154
กาญจนบุรี,2554,4,นายมนตรี  สุขขำ,39,เพื่อนเกษตรไทย,109
กาญจนบุรี,2554,5,นายวิทิต  มาไพศาลสิน,1,เพื่อไทย,17746
กาญจนบุรี,2554,5,นายพีระภัทร์  ยวงเงิน,2,ชาติพัฒนาเพื่อแผ่นดิน,182
กาญจนบุรี,2554,5,พันตำรวจเอกฐานันดร์  นาคขำพันธ์,9,พลังมวลชน,148
กาญจนบุรี,2554,5,นางศรีสมร  รัศมีฤกษ์เศรษฐ์,10,ประชาธิปัตย์,24919
กาญจนบุรี,2554,5,นายอานนท์  ถนอมวงษ์,16,ภูมิใจไทย,10622
กาญจนบุรี,2554,5,พันตำรวจเอกวัชระชัย  หงษ์สูง,34,ความหวังใหม่,29
กาฬสินธุ์,2554,1,นางบุญรื่น  ศรีธเรศ,1,เพื่อไทย,34127
กาฬสินธุ์,2554,1,นางโศภิสรา  สุทธิแสน,2,ชาติพัฒนาเพื่อแผ่นดิน,165
กาฬสินธุ์,2554,1,นายดุษฎีศักดิ์  โง่นคำ,10,ประชาธิปัตย์,3418
กาฬสินธุ์,2554,1,พันโทจีระ  ธนะเสน,12,รักษ์สันติ,588
กาฬสินธุ์,2554,1,นายชาญชัย  สืบผาง,13,ไทยเป็นสุข,630
กาฬสินธุ์,2554,1,นายชัย  คูสกุลรัตน์,16,ภูมิใจไทย,24888
กาฬสินธุ์,2554,1,นางจารุณี  พิมพะนิตย์ ณ นครพนม,21,ชาติไทยพัฒนา,13722
กาฬสินธุ์,2554,1,นายชนะพล  สุทธิพรม,34,ความหวังใหม่,376
กาฬสินธุ์,2554,2,นายวีระวัฒน์  โอสถานุเคราะห์,1,เพื่อไทย,54611
กาฬสินธุ์,2554,2,นางสาวณัจยา  สุวรรณชาติ,2,ชาติพัฒนาเพื่อแผ่นดิน,180
กาฬสินธุ์,2554,2,ร้อยตำรวจตรีทรงศักดิ์  ภูศิลาแทน,10,ประชาธิปัตย์,2405
กาฬสินธุ์,2554,2,นางวันเพ็ญ  เศรษฐรักษา,16,ภูมิใจไทย,25961
กาฬสินธุ์,2554,2,นายสุรพล  พงษ์หรรษา,34,ความหวังใหม่,157
กาฬสินธุ์,2554,2,นายสงคราม  ล้านพลแสน,36,พลังคนกีฬา,47
กาฬสินธุ์,2554,3,นายคมเดช  ไชยศิวามงคล,1,เพื่อไทย,32179
กาฬสินธุ์,2554,3,นายวิทยา  ภูมิเหล่าแจ้ง,2,ชาติพัฒนาเพื่อแผ่นดิน,13941
กาฬสินธุ์,2554,3,นายสง่า  สีทำมา,7,ประชาธรรม,116
กาฬสินธุ์,2554,3,นายจำลอง  ภูนวนทา,10,ประชาธิปัตย์,27807
กาฬสินธุ์,2554,3,นายบวร  ภูจริต,16,ภูมิใจไทย,1934
กาฬสินธุ์,2554,3,นายปราการ  อุตส่าห์,21,ชาติไทยพัฒนา,1679
กาฬสินธุ์,2554,3,นายสุดชาย  บุญไชย,34,ความหวังใหม่,166
กาฬสินธุ์,2554,4,นายพีระเพชร  ศิริกุล,1,เพื่อไทย,58867
กาฬสินธุ์,2554,4,นายจิราวุฒิ  สุทธิแสน,2,ชาติพัฒนาเพื่อแผ่นดิน,449
กาฬสินธุ์,2554,4,นายชอบเรียน  วงศ์ศิริ,10,ประชาธิปัตย์,11097
กาฬสินธุ์,2554,4,นายสำราญ  ญาณกาย,16,ภูมิใจไทย,16895
กาฬสินธุ์,2554,4,นางสาวญาดารัศมี  สามคุ้มทิม,23,ชาติสามัคคี,241
กาฬสินธุ์,2554,5,นายนิพนธ์  ศรีธเรศ,1,เพื่อไทย,54178
กาฬสินธุ์,2554,5,นายบุญมี  โพธิ์ขี,2,ชาติพัฒนาเพื่อแผ่นดิน,118
กาฬสินธุ์,2554,5,นายสุวิทย์  นันอำไพ,10,ประชาธิปัตย์,1461
กาฬสินธุ์,2554,5,ว่าที่ ร้อยตรีตาด  ขวาวงษ์,12,รักษ์สันติ,172
กาฬสินธุ์,2554,5,นางสาวภัทรา  วรามิตร,16,ภูมิใจไทย,39440
กาฬสินธุ์,2554,5,นายพัฒนา  ระวิสี,21,ชาติไทยพัฒนา,35
กาฬสินธุ์,2554,5,นายคงเดช  เฉิดสถิตย์,34,ความหวังใหม่,263
กาฬสินธุ์,2554,6,นายประเสริฐ  บุญเรือง,1,เพื่อไทย,62573
กาฬสินธุ์,2554,6,นางแววมณี  โพธิ์ขี,2,ชาติพัฒนาเพื่อแผ่นดิน,214
กาฬสินธุ์,2554,6,นายเชี่ยวชาญ  อินทรเสนา,9,พลังมวลชน,82
กาฬสินธุ์,2554,6,นายธวัชวงศ์ชัย  ไตรทิพย์,10,ประชาธิปัตย์,5158
กาฬสินธุ์,2554,6,นายบัณฑิต  ภูนากลม,12,รักษ์สันติ,782
กาฬสินธุ์,2554,6,นายชาติชาย  แสงยะรักษ์,14,กิจสังคม,627
กาฬสินธุ์,2554,6,นายแม้วมงคลชัย  ไชยทองศรี,16,ภูมิใจไทย,10594
กาฬสินธุ์,2554,6,นายพินิจ  อัฐนาค,33,ประชาสันติ,385
กาฬสินธุ์,2554,6,นายอิสระ  อินทร์ยา,34,ความหวังใหม่,5888
กำแพงเพชร,2554,1,นายไผ่  ลิกค์,1,เพื่อไทย,44268
กำแพงเพชร,2554,1,นายศิวโรจน์  ศรลัมภ์,2,ชาติพัฒนาเพื่อแผ่นดิน,455
กำแพงเพชร,2554,1,นายสุขวิชชาญ  มุสิกุล,10,ประชาธิปัตย์,40654
กำแพงเพชร,2554,1,นายวิชัย  ธัญญะวัน,18,เพื่อฟ้าดิน,142
กำแพงเพชร,2554,1,นายปฐมภพ  ปราการชัยนาคร,21,ชาติไทยพัฒนา,653
กำแพงเพชร,2554,1,นายภาคภูมิ  พันธุวร,34,ความหวังใหม่,57
กำแพงเพชร,2554,1,นายมาโนช  อ่วมสถิตย์,39,เพื่อนเกษตรไทย,110
กำแพงเพชร,2554,2,นายสุรสิทธิ์  วงศ์วิทยานันท์,1,เพื่อไทย,34843
กำแพงเพชร,2554,2,นายสมมารถ  ศรีนวล,2,ชาติพัฒนาเพื่อแผ่นดิน,688
กำแพงเพชร,2554,2,นายปรีชา  มุสิกุล,10,ประชาธิปัตย์,36373
กำแพงเพชร,2554,2,นายวรเชษฐ  ศุภกิจเจริญ,16,ภูมิใจไทย,18331
กำแพงเพชร,2554,2,นายวีระ  เกตุแก้ว,18,เพื่อฟ้าดิน,48
กำแพงเพชร,2554,2,นายเดชา  ยามา,34,ความหวังใหม่,78
กำแพงเพชร,2554,2,นายสมเดช  รามสูต,39,เพื่อนเกษตรไทย,42
กำแพงเพชร,2554,3,นายอนันต์  ผลอำนวย,1,เพื่อไทย,35512
กำแพงเพชร,2554,3,นายภาณุมาศ  แจ่มศร,2,ชาติพัฒนาเพื่อแผ่นดิน,232
กำแพงเพชร,2554,3,นายสำราญ  ศรีแปงวงค์,10,ประชาธิปัตย์,32052
กำแพงเพชร,2554,3,นางเยาวดี  ศรีพันธวานุสรณ์,18,เพื่อฟ้าดิน,209
กำแพงเพชร,2554,3,นายณรงค์  อยู่ปาน,21,ชาติไทยพัฒนา,16729
กำแพงเพชร,2554,3,นายวัชระพลศิ์  สุพรรณนานา,39,เพื่อนเกษตรไทย,79
กำแพงเพชร,2554,4,นายปริญญา  ฤกษ์หร่าย,1,เพื่อไทย,46253
กำแพงเพชร,2554,4,นายสักรินทร์  งาเนียม,2,ชาติพัฒนาเพื่อแผ่นดิน,647
กำแพงเพชร,2554,4,นายธานันท์  หล่าวเจริญ,10,ประชาธิปัตย์,36799
กำแพงเพชร,2554,4,นายโกวิท  เทพไพฑูรย์,39,เพื่อนเกษตรไทย,218
ขอนแก่น,2554,1,นายจักริน  พัฒน์ดำรงจิตร,1,เพื่อไทย,53579
ขอนแก่น,2554,1,นางสาวจันทร์สุดา  ปราบอรินท์,2,ชาติพัฒนาเพื่อแผ่นดิน,215
ขอนแก่น,2554,1,นายมังกร  มีสวัสดิ์,9,พลังมวลชน,120
ขอนแก่น,2554,1,นายสุนทร  ลีซีทวน,10,ประชาธิปัตย์,23821
ขอนแก่น,2554,1,นายไทกร  พลสุวรรณ,12,รักษ์สันติ,3580
ขอนแก่น,2554,1,นายสยมภู  เกียรติสยมภู,14,กิจสังคม,1591
ขอนแก่น,2554,1,นายพงษ์เทพ  มุสิเกตุ,16,ภูมิใจไทย,4870
ขอนแก่น,2554,1,นายสืบพงษ์  อริยพิมพ์,18,เพื่อฟ้าดิน,54
ขอนแก่น,2554,1,นายจันทร์ดี  สมสาย,20,การเมืองใหม่,165
ขอนแก่น,2554,1,นายสัมพันธ์  พงษ์ศิลา,21,ชาติไทยพัฒนา,81
ขอนแก่น,2554,1,นายอดิเทพ  พจนา,34,ความหวังใหม่,204
ขอนแก่น,2554,1,นางจงจิต  ทองสอดแสง,39,เพื่อนเกษตรไทย,59
ขอนแก่น,2554,2,นายภูมิ  สาระผล,1,เพื่อไทย,60465
ขอนแก่น,2554,2,นางอรัญยา  คำปัจ,2,ชาติพัฒนาเพื่อแผ่นดิน,223
ขอนแก่น,2554,2,พันตำรวจโทประวัติ  วิเชฎฐพงษ์,10,ประชาธิปัตย์,10536
ขอนแก่น,2554,2,นายชัยชนะ  ทัศนิยม,12,รักษ์สันติ,852
ขอนแก่น,2554,2,นายสุริยนต์  วะสมบัติ,14,กิจสังคม,14767
ขอนแก่น,2554,2,นายอัษฎางค์  แสวงการ,16,ภูมิใจไทย,11676
ขอนแก่น,2554,2,นางเรียวฟ้า  นาวาบุญนิยม,18,เพื่อฟ้าดิน,29
ขอนแก่น,2554,2,นายวิไล  บุญใหญ่,21,ชาติไทยพัฒนา,47
ขอนแก่น,2554,2,นายสุรศักดิ์  นาคปราการ,34,ความหวังใหม่,68
ขอนแก่น,2554,3,นายจตุพร  เจริญเชื้อ,1,เพื่อไทย,66204
ขอนแก่น,2554,3,นางกรณิกา  สุขพวง,2,ชาติพัฒนาเพื่อแผ่นดิน,506
ขอนแก่น,2554,3,นายอินทัช  สารพันธ์,7,ประชาธรรม,43
ขอนแก่น,2554,3,นายนิคม  ศรีเงิน,10,ประชาธิปัตย์,3944
ขอนแก่น,2554,3,นางสาวบังอร  วงศ์ปัจฉิม,12,รักษ์สันติ,288
ขอนแก่น,2554,3,นายอรรถพล  ชัยนันท์สมิตย์,14,กิจสังคม,16241
ขอนแก่น,2554,3,นายปัญญา  ศรีปัญญา,16,ภูมิใจไทย,15074
ขอนแก่น,2554,3,นางเสงี่ยม  ศรีบุญโฮม,18,เพื่อฟ้าดิน,59
ขอนแก่น,2554,3,นางอรวรรณ  มาตย์นอก,21,ชาติไทยพัฒนา,39
ขอนแก่น,2554,3,นางสาวสุธาสินี  ชุมแวงวาปี,34,ความหวังใหม่,120
ขอนแก่น,2554,3,ร้อยตรีพิชิต  นามวงษ์,36,พลังคนกีฬา,38
ขอนแก่น,2554,3,นายฉัตรนพวัฒน์  วีระศักดิ์,39,เพื่อนเกษตรไทย,43
ขอนแก่น,2554,4,นางมุกดา  พงษ์สมบัติ,1,เพื่อไทย,73511
ขอนแก่น,2554,4,นางสาวกนกวรรณ  เบ้าจรรยา,2,ชาติพัฒนาเพื่อแผ่นดิน,782
ขอนแก่น,2554,4,นายปัญญาภรณ์  พุทโธญาณะสัมปันโน,4,ประชากรไทย,569
ขอนแก่น,2554,4,นายธนกร  อรัญมาลา,9,พลังมวลชน,126
ขอนแก่น,2554,4,นายสงคราม  เมืองมนตรี,10,ประชาธิปัตย์,7043
ขอนแก่น,2554,4,นายธนัญชัย  วงษ์ซ้าย,12,รักษ์สันติ,540
ขอนแก่น,2554,4,นายณรงค์เลิศ  สุรพล,14,กิจสังคม,16953
ขอนแก่น,2554,4,นายฉัตรชัย  ทองคำพันธุ์,16,ภูมิใจไทย,1474
ขอนแก่น,2554,4,นางสาวแก่นเกื้อ  นาวาบุญนิยม,18,เพื่อฟ้าดิน,56
ขอนแก่น,2554,4,นายเสน่ห์  นาบำรุง,21,ชาติไทยพัฒนา,43
ขอนแก่น,2554,4,นายจงกล  พิมพ์วาปี,34,ความหวังใหม่,69
ขอนแก่น,2554,5,นายสุชาย  ศรีสุรพล,1,เพื่อไทย,60046
ขอนแก่น,2554,5,นางสาวสุพิน  เกตุมณี,2,ชาติพัฒนาเพื่อแผ่นดิน,239
ขอนแก่น,2554,5,นายวุฒิพงศ์  ศุภรมย์,10,ประชาธิปัตย์,4978
ขอนแก่น,2554,5,นายประดิษฐ์พงษ์  แดงอ่อน,14,กิจสังคม,486
ขอนแก่น,2554,5,ดาบตำรวจพิชิต  ศรีวิไล,16,ภูมิใจไทย,12573
ขอนแก่น,2554,5,นายคุณข้าว  ศรีเชียงสา,18,เพื่อฟ้าดิน,52
ขอนแก่น,2554,5,นายเตือน  สายบัวทอง,21,ชาติไทยพัฒนา,2776
ขอนแก่น,2554,5,นายวิจิตร  นันบุญมา,34,ความหวังใหม่,7
ขอนแก่น,2554,5,นายสุรชาติ  กาญจนไพสิฏ,36,พลังคนกีฬา,30
ขอนแก่น,2554,6,นายสมศักดิ์  เกียรติสุรนนท์,1,เพื่อไทย,51416
ขอนแก่น,2554,6,นางสาวดวงใจ  ลาสุ,2,ชาติพัฒนาเพื่อแผ่นดิน,223
ขอนแก่น,2554,6,นายชยนนท  คำเบ้า,10,ประชาธิปัตย์,3570
ขอนแก่น,2554,6,นายสมพงษ์  ปู่เพ็ง,14,กิจสังคม,29595
ขอนแก่น,2554,6,นางเอราวรรณ  อนุพันธ์,18,เพื่อฟ้าดิน,15
ขอนแก่น,2554,6,นายสมศักดิ์  คลังคำภา,20,การเมืองใหม่,147
ขอนแก่น,2554,6,นางสงวน  ด่านชัยภูมิ,21,ชาติไทยพัฒนา,28
ขอนแก่น,2554,6,นายสังคมวิทยา  ซาซุม,34,ความหวังใหม่,93
ขอนแก่น,2554,6,นายสมบูรณ์  หนูอิ่ม,36,พลังคนกีฬา,24
ขอนแก่น,2554,7,นายนวัธ  เตาะเจริญสุข,1,เพื่อไทย,50854
ขอนแก่น,2554,7,นายจงรักษ์  คุณเงิน,2,ชาติพัฒนาเพื่อแผ่นดิน,30412
ขอนแก่น,2554,7,นายไสว  ภูมิพระบุ,7,ประชาธรรม,87
ขอนแก่น,2554,7,นายสัมฤทธิ์  เชื้อสาวถี,10,ประชาธิปัตย์,3544
ขอนแก่น,2554,7,นายสุกิจ  วัฒนสุข,12,รักษ์สันติ,100
ขอนแก่น,2554,7,นายทองพูล  ดีไพร,14,กิจสังคม,348
ขอนแก่น,2554,7,นางวารุณี  สมีใหญ่,16,ภูมิใจไทย,1027
ขอนแก่น,2554,7,นายโพธิ์ศรี  ราชสีห์,18,เพื่อฟ้าดิน,17
ขอนแก่น,2554,7,นายณ ตะวัน  พรหมทา,21,ชาติไทยพัฒนา,150
ขอนแก่น,2554,7,นายไพลิต  เรืองสุข,34,ความหวังใหม่,13
ขอนแก่น,2554,8,นางดวงแข  อรรณนพพร,1,เพื่อไทย,77472
ขอนแก่น,2554,8,นายบุญเรือง  ลาสุ,2,ชาติพัฒนาเพื่อแผ่นดิน,239
ขอนแก่น,2554,8,นายบรรพต  พงษ์โพธิ์ชัย,10,ประชาธิปัตย์,6195
ขอนแก่น,2554,8,นางกนกวรรณ  เกียรติสยมภู,14,กิจสังคม,390
ขอนแก่น,2554,8,นายคงฤทธิ์  อัศวพัฒนากูล,16,ภูมิใจไทย,6743
ขอนแก่น,2554,8,นายวสันต์  ประเภโส,18,เพื่อฟ้าดิน,34
ขอนแก่น,2554,8,นายประสาท  พรหมชัยนันท์,20,การเมืองใหม่,240
ขอนแก่น,2554,8,นายสะอาด  ยินดี,21,ชาติไทยพัฒนา,169
ขอนแก่น,2554,8,นายสุรศักดิ์  แนวปราณีต,34,ความหวังใหม่,13
ขอนแก่น,2554,9,ร้อยโทปรีชาพล  พงษ์พานิช,1,เพื่อไทย,74220
ขอนแก่น,2554,9,นางสาวนภาวรรณ  บุญมา,2,ชาติพัฒนาเพื่อแผ่นดิน,350
ขอนแก่น,2554,9,นายวรพัชร  พิงคารักษ์,10,ประชาธิปัตย์,5997
ขอนแก่น,2554,9,นายรณชัย  แซ่บุ้น,14,กิจสังคม,278
ขอนแก่น,2554,9,นายสุระ  สิทธิศิริสาร,16,ภูมิใจไทย,3480
ขอนแก่น,2554,9,นางสมนึก  การุณยวนิช,18,เพื่อฟ้าดิน,40
ขอนแก่น,2554,9,นายทองสุข  นาปาน,21,ชาติไทยพัฒนา,33
ขอนแก่น,2554,9,นายสุพจน์  ทองเนื้อขาว,34,ความหวังใหม่,26
ขอนแก่น,2554,10,นายเรืองเดช  สุพรรณฝ่าย,1,เพื่อไทย,51372
ขอนแก่น,2554,10,นางสาวณัชพร  ขัดทัด,2,ชาติพัฒนาเพื่อแผ่นดิน,147
ขอนแก่น,2554,10,นายอุดมการณ์  วรกิจ,10,ประชาธิปัตย์,2760
ขอนแก่น,2554,10,นายอาทิตย์  คำจุลลา,12,รักษ์สันติ,342
ขอนแก่น,2554,10,นายเตชสิทธิ์  พิมล,14,กิจสังคม,305
ขอนแก่น,2554,10,นายเปรมศักดิ์  เพียยุระ,16,ภูมิใจไทย,31581
ขอนแก่น,2554,10,เรือเอกสมรักษ์  คำสิงห์,21,ชาติไทยพัฒนา,1981
ขอนแก่น,2554,10,นายวสันต์  ชูชัย,34,ความหวังใหม่,11
ขอนแก่น,2554,10,นายจารุพงศ์  ลีอินทร์,36,พลังคนกีฬา,19
จันทบุรี,2554,1,พลอากาศเอกชูชาติ  ชวนชม,1,เพื่อไทย,26934
จันทบุรี,2554,1,นายวีระ  นามพระจันทร์,6,พลังชล,971
จันทบุรี,2554,1,นายธวัชชัย  อนามพงษ์,10,ประชาธิปัตย์,47770
จันทบุรี,2554,1,นายวิชัย  อาภรณ์,13,ไทยเป็นสุข,65
จันทบุรี,2554,1,นายเฉลิมพล  ผลประพฤติ,18,เพื่อฟ้าดิน,83
จันทบุรี,2554,1,นายพงษ์ชัย  เจริญยศ,21,ชาติไทยพัฒนา,1251
จันทบุรี,2554,1,นายขวัญเมือง  บำรุงพนิชถาวร,26,มาตุภูมิ,645
จันทบุรี,2554,1,นายธีระพันธ์  เจริญสิทธิ์,33,ประชาสันติ,174
จันทบุรี,2554,2,นายวณัฐพงษ์  ชนะสิทธิ์,1,เพื่อไทย,33665
จันทบุรี,2554,2,นายยุคล  ชนะวัฒน์ปัญญา,10,ประชาธิปัตย์,53709
จันทบุรี,2554,2,นายอ๊อด  ไกรนิวรณ์,13,ไทยเป็นสุข,185
จันทบุรี,2554,2,นายลือชา  สุนทราพงษ์,18,เพื่อฟ้าดิน,39
จันทบุรี,2554,2,นายสุรศักดิ์  ศิริชาตรี,19,เครือข่ายชาวนาแห่งประเทศไทย,474
จันทบุรี,2554,2,นางนภสร  พานทอง,36,พลังคนกีฬา,62
จันทบุรี,2554,3,นายพราหมณ์  มุกดาสนิท,1,เพื่อไทย,30791
จันทบุรี,2554,3,นายอิสิวุฒิ  ตั้งเกียรติ,2,ชาติพัฒนาเพื่อแผ่นดิน,29050
จันทบุรี,2554,3,นายพงศ์เวช  เวชชาชีวะ,10,ประชาธิปัตย์,37451
จันทบุรี,2554,3,นายสมชาย  สนิทเชื้อ,13,ไทยเป็นสุข,227
ฉะเชิงเทรา,2554,1,นางฐิติมา  ฉายแสง,1,เพื่อไทย,40996
ฉะเชิงเทรา,2554,1,นายบุญเลิศ  ไพรินทร์,10,ประชาธิปัตย์,43510
ฉะเชิงเทรา,2554,1,นายสัมพันธ์  ไตรติลานันท์,21,ชาติไทยพัฒนา,395
ฉะเชิงเทรา,2554,2,นายสมชัย  อัศวชัยโสภณ,1,เพื่อไทย,43881
ฉะเชิงเทรา,2554,2,นายธวัชชัย  เทพสุภา,2,ชาติพัฒนาเพื่อแผ่นดิน,226
ฉะเชิงเทรา,2554,2,นายชาลี  เจริญสุข,10,ประชาธิปัตย์,17779
ฉะเชิงเทรา,2554,2,นายเฉลิมชัย  ตันเจริญ,14,กิจสังคม,676
ฉะเชิงเทรา,2554,2,นายณัชพล  ตันเจริญ,16,ภูมิใจไทย,29361
ฉะเชิงเทรา,2554,2,นางสาวลัดดาวัลย์  สุขเจริญ,23,ชาติสามัคคี,268
ฉะเชิงเทรา,2554,3,นายรส  มะลิผล,1,เพื่อไทย,41419
ฉะเชิงเทรา,2554,3,นายสายัณห์  เกตุประยูร,10,ประชาธิปัตย์,12825
ฉะเชิงเทรา,2554,3,นายพิเชษฐ์  ตันเจริญ,16,ภูมิใจไทย,29873
ฉะเชิงเทรา,2554,3,นายธงไท  ขันธนเดช,18,เพื่อฟ้าดิน,116
ฉะเชิงเทรา,2554,4,นายวุฒิพงศ์  ฉายแสง,1,เพื่อไทย,36723
ฉะเชิงเทรา,2554,4,พลตำรวจโทพิทักษ์  จารุสมบัติ,10,ประชาธิปัตย์,59036
ฉะเชิงเทรา,2554,4,นายวีรพันธ์  หัตถโชติ,14,กิจสังคม,183
ฉะเชิงเทรา,2554,4,นายจักรวาล  ท้วมเจริญ,16,ภูมิใจไทย,1246
ชลบุรี,2554,1,นายสง่า  ธนสงวนวงศ์,1,เพื่อไทย,17510
ชลบุรี,2554,1,นางลภัสรดา  เกตุมนตรี,2,ชาติพัฒนาเพื่อแผ่นดิน,384
ชลบุรี,2554,1,นายสุชาติ  ชมกลิ่น,6,พลังชล,33687
ชลบุรี,2554,1,พลตำรวจตรีวีระ  อนันตกูล,10,ประชาธิปัตย์,29582
ชลบุรี,2554,1,นายศุภโชติ  ทวิวัฒน์,12,รักษ์สันติ,532
ชลบุรี,2554,1,นายวิชาญ  จิระเวชบวรกิจ,18,เพื่อฟ้าดิน,44
ชลบุรี,2554,1,นายกิจ  ไกรทิพย์บดี,20,การเมืองใหม่,85
ชลบุรี,2554,1,นายกวี  กมลวัชย์,21,ชาติไทยพัฒนา,204
ชลบุรี,2554,1,นายปัณณพัฒน์  นิธิสิริจรรยา,26,มาตุภูมิ,44
ชลบุรี,2554,1,นายจักรพล  วชิรเสวีกุล,36,พลังคนกีฬา,60
ชลบุรี,2554,2,นายมานิตย์  ภาวสุทธิ์,1,เพื่อไทย,17702
ชลบุรี,2554,2,นายอุกฤษณ์  ตั๊นสวัสดิ์,6,พลังชล,34415
ชลบุรี,2554,2,นายบรรจบ  รุ่งโรจน์,10,ประชาธิปัตย์,32875
ชลบุรี,2554,2,นายเปล่งศักดิ์  ชาระ,12,รักษ์สันติ,1014
ชลบุรี,2554,2,นางสาวฐิติรัตน์  ฉลุมาศจารุอุดม,15,ไทยเป็นไท,35
ชลบุรี,2554,2,นางสาวนฤมล  แซ่เตีย,18,เพื่อฟ้าดิน,21
ชลบุรี,2554,2,นายฐาปนา  สุทธิธาทิพย์,20,การเมืองใหม่,95
ชลบุรี,2554,2,นายถนอม  พิมพ์ใจชน,26,มาตุภูมิ,65
ชลบุรี,2554,2,จ่าสิบเอกกูณฑ์  จีนประชา,36,พลังคนกีฬา,59
